nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud,sector_v1
CONSULTORIO MEDICO DE PEDIATRIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.47319492,-99.12671729,privado
CONSULTORIO MEDICO DE PEDIATRIA EN GENERAL,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.44426433,-99.16956221,privado
CONSULTORIO MEDICO DE TRAUMATOLOGIA Y ORTOPEDIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.52018426,-99.15053035,privado
CONSULTORIO MEDICO DE TRAUMATOLOGIA Y ORTOPEDIA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.32983088,-99.12419812,privado
CONSULTORIO MEDICO DEPORTIVO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.30187205,-99.17708529,privado
CONSULTORIO MEDICO DERMATILOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39736304,-99.1462236,privado
CONSULTORIO MEDICO DERMATOLOGICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41960451,-99.17429749,privado
CONSULTORIO MEDICO DERMATOLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39365183,-99.13542647,privado
CONSULTORIO MEDICO DIAGNOSTICOS EN NEFROLOGIA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.35954509,-99.11908476,privado
CONSULTORIO MEDICO DIBILDOX,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.36947458,-99.18275527,privado
CONSULTORIO MEDICO DOCTOR DIEGO ADRIAN REYES MENDEZ,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.35880621,-99.16870605,privado
CONSULTORIO MEDICO DOCTOR PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43923857,-99.15539279,privado
CONSULTORIO MEDICO EN GINECOLOGIA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.41314041,-99.18142377,privado
CONSULTORIO MEDICO EN MEDICINA INTERNA Y ONCOLOGIA MEDICA,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.39925545,-99.2042104,privado
CONSULTORIO MEDICO ENDOCRINOLOGIA Y NUTRIOLOGIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.48712429,-99.1299514,privado
CONSULTORIO MEDICO ESPECILISTA EN INMUNOLOGIA,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.2673083,-99.11446855,privado
CONSULTORIO MEDICO FELIX,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.4286457,-99.05549595,privado
CONSULTORIO MEDICO GASTROENTEROLOGO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40854992,-99.16527542,privado
CONSULTORIO MEDICO GASTROENTEROLOGO NERY,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.29489543,-99.01695662,privado
CONSULTORIO MEDICO GENARO RIVERA DE LOS REYES,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40667093,-99.16492671,privado
CONSULTORIO MEDICO GENERAL YPEDIATRA,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.2876338,-99.12744513,privado
CONSULTORIO MEDICO GINECO OBSTETRA,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29651061,-99.1605306,privado
CONSULTORIO MEDICO GINECO OBSTETRICIA,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.41375794,-99.09271962,privado
CONSULTORIO MEDICO GINECO OBTRETA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.4766028,-99.08419731,privado
CONSULTORIO MEDICO GINECOLOGIA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.30964635,-99.1539734,privado
CONSULTORIO MEDICO GINECOLOGIA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.38934936,-99.07778057,privado
CONSULTORIO MEDICO GINECOLOGIA IMPOTENCIA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43037211,-99.14162579,privado
CONSULTORIO MEDICO GINECOLOGIA ONCOLOGICA Y OBSTETRICIA,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.31148356,-99.2205379,privado
CONSULTORIO MEDICO GINECOLOGIA Y OBSTRETICIA,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29158425,-99.11634662,privado
CONSULTORIO MEDICO GINECOLOGICO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43796168,-99.19644162,privado
CONSULTORIO MEDICO GINECOLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39485577,-99.17422989,privado
CONSULTORIO MEDICO GINECOLOGICO,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.26397322,-99.1057845,privado
CONSULTORIO MEDICO GINECOLOGICO CENTRO MEDICO NAVAL,621113,Consultorios de medicina especializada del sector privado,Iztacalco,19.4036312,-99.12636266,privado
CONSULTORIO MEDICO GINECOLOGICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40438947,-99.16594404,privado
CONSULTORIO MEDICO HOLISTICA SALUD ALTERNATIVA NUTRICION,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36425436,-99.09454324,privado
CONSULTORIO MEDICO HOMEOPATA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.46077255,-99.12603493,privado
CONSULTORIO MEDICO HOMEOPATIA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.52653961,-99.14825568,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.47045352,-99.09588591,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.45632783,-99.05662713,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.35703483,-99.09588211,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49419658,-99.15038502,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.35595345,-99.01713567,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.46117733,-99.1375257,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4501557,-99.13066431,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4507591,-99.15742469,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43581175,-99.15119841,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.25300454,-99.10220134,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.45732603,-99.20897688,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41289261,-99.16671835,privado
CONSULTORIO MEDICO HOMEOPATICO,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.43108343,-99.09917809,privado
CONSULTORIO MEDICO INTERNISTA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43863709,-99.21152055,privado
CONSULTORIO MEDICO J.MAINAJ,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43848397,-99.15571569,privado
CONSULTORIO MEDICO LAZCANO,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.44002553,-99.10935728,privado
CONSULTORIO MEDICO MARIO SANCHEZ RAFAEL,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.37315589,-99.13183848,privado
CONSULTORIO MEDICO MEDICINA GENERAL GASTROENTEROLOGO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.42080708,-99.17043566,privado
CONSULTORIO MEDICO MEDICINA INTERNA,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.39939214,-99.20422724,privado
CONSULTORIO MEDICO MTRA NUTRICION CLINICA,621113,Consultorios de medicina especializada del sector privado,Cuajimalpa de Morelos,19.35994036,-99.28177449,privado
CONSULTORIO MEDICO OBSTETRICIA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40585634,-99.17127015,privado
CONSULTORIO MEDICO OFTALMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Milpa Alta,19.19219749,-99.02681235,privado
CONSULTORIO MEDICO OFTALMOLOGOS SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37427083,-99.15351546,privado
CONSULTORIO MEDICO ORTOPEDIA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41530806,-99.15735849,privado
CONSULTORIO MEDICO ORTOPEDISTA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.41120281,-99.18539875,privado
CONSULTORIO MEDICO ORTOPEDISTA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.44044727,-99.16080647,privado
CONSULTORIO MEDICO OTORRINO,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.30553196,-99.2501195,privado
CONSULTORIO MEDICO OTORRINOLARINGOLOGO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.41270888,-99.18956774,privado
CONSULTORIO MEDICO OTORRINOLOGO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36105807,-99.12195363,privado
CONSULTORIO MEDICO PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.47693529,-99.17845532,privado
CONSULTORIO MEDICO PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40538524,-99.15974327,privado
CONSULTORIO MEDICO PEDIATRA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.55226089,-99.14496149,privado
CONSULTORIO MEDICO PEDIATRA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.42034241,-99.09186403,privado
CONSULTORIO MEDICO PEDIATRIA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49108377,-99.14053278,privado
CONSULTORIO MEDICO PEDIATRIA Y NUTRICION,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.4228782,-99.05670317,privado
CONSULTORIO MEDICO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.41906112,-99.0916735,privado
CONSULTORIO MEDICO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29915717,-99.16106178,privado
CONSULTORIO MEDICO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.28701452,-99.22021641,privado
CONSULTORIO MEDICO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.3051965,-99.07195452,privado
CONSULTORIO MEDICO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.50083082,-99.08802867,privado
CONSULTORIO MEDICO PEDIATRICO TERAN,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.46533192,-99.09833381,privado
CONSULTORIO MEDICO PEDRIATICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.34451358,-99.10783596,privado
CONSULTORIO MEDICO PPEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.35174346,-99.08789401,privado
CONSULTORIO MEDICO PSICOLOGICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40441394,-99.16733484,privado
CONSULTORIO MEDICO QUIRURGICO ALONDRA,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.42692916,-99.05668934,privado
CONSULTORIO MEDICO REDUCELL,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37258522,-99.19110458,privado
CONSULTORIO MEDICO REUMATOLOGO,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.25341879,-99.1040828,privado
CONSULTORIO MEDICO SELEDOÑO,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.29631972,-99.0555683,privado
CONSULTORIO MEDICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.45680931,-99.11088848,privado
CONSULTORIO MEDICO UROLOGO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41683965,-99.16312405,privado
CONSULTORIO MEDICO UROLOGO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.47439031,-99.08487012,privado
CONSULTORIO MEDICO ZONO DERM,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.47666177,-99.18407038,privado
CONSULTORIO MEDIGO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43728206,-99.21079953,privado
CONSULTORIO NEUROLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.38666621,-99.16484988,privado
CONSULTORIO OFTALMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40720417,-99.16967085,privado
CONSULTORIO OFTALMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37336035,-99.15054195,privado
CONSULTORIO OFTALMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.33822189,-99.18537356,privado
CONSULTORIO OFTALMOLOGICO ESPECIALIZADO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.43811204,-99.16540126,privado
CONSULTORIO OFTALMOLOGICO OPTICA PLAZA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.384813,-99.07668497,privado
CONSULTORIO OFTALMOLOGICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41866009,-99.15668739,privado
CONSULTORIO OFTALMOLOGICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.4366599,-99.18554484,privado
CONSULTORIO OFTALMOLOGO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.44368988,-99.18391445,privado
CONSULTORIO OFTAMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39314831,-99.15712115,privado
CONSULTORIO OFTAMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Iztacalco,19.37872022,-99.13157468,privado
CONSULTORIO OFTAMOLOGO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4071389,-99.16518034,privado
CONSULTORIO OFTANMOLOGICO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.45220681,-99.17955704,privado
CONSULTORIO OPTALMOLOGICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.27843746,-99.11744216,privado
CONSULTORIO OPTOMETRICO VISION INTEGRAL,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.29583049,-99.05199508,privado
CONSULTORIO ORTOPEDIA ORTOFIX,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.25551085,-99.06479255,privado
CONSULTORIO ORTOPEDIA SAN ANTONIO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.38956169,-99.0416897,privado
CONSULTORIO ORTOPEDICO,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.34067117,-99.13487928,privado
CONSULTORIO OTORRINO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.35875973,-99.13147389,privado
CONSULTORIO OTORRINO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4118238,-99.17276687,privado
CONSULTORIO OTORRINOLARINGOLOGIA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.44083891,-99.16128576,privado
CONSULTORIO OTORRINOLARINGOLOGO,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.26416755,-99.10693487,privado
CONSULTORIO OTORRINOLARINGOLOGO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.4370332,-99.1988082,privado
CONSULTORIO PEDIADRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.20071263,-99.13988527,privado
CONSULTORIO PEDIATRA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.3636211,-99.12210711,privado
CONSULTORIO PEDIATRA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.40878792,-99.08818324,privado
CONSULTORIO PEDIATRA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.47946926,-99.07886637,privado
CONSULTORIO PEDIATRA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Milpa Alta,19.2032386,-99.04601535,privado
CONSULTORIO PEDIATRIA,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.34624189,-99.17593554,privado
CONSULTORIO PEDIATRIA SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36324488,-99.11794605,privado
CONSULTORIO PEDIATRIA Y CIRUGIA,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.2884315,-99.05369738,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.44219702,-99.08713344,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.41117422,-99.18532294,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4026446,-99.16975433,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.3854948,-99.17650967,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39928573,-99.17080352,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.38809298,-99.17409199,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.45664663,-99.14815767,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.30516015,-99.13108377,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.2955377,-99.15258351,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29660252,-99.14935045,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29094175,-99.21819075,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.37572527,-99.20349769,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.36742476,-99.23620796,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.3664392,-99.20456951,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.29561155,-99.03621558,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Álvaro Obregón,19.35362146,-99.24454009,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.35840508,-99.08996632,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36973931,-99.06921941,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36126661,-99.09378534,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.48185471,-99.0731387,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.47599355,-99.15498103,privado
CONSULTORIO PEDIATRICO,621113,Consultorios de medicina especializada del sector privado,Azcapotzalco,19.47713221,-99.18807333,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.34738367,-99.14638117,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.38868583,-99.08037633,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,La Magdalena Contreras,19.31780611,-99.22868536,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Milpa Alta,19.20001553,-99.01157559,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.44418843,-99.15592134,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.25181921,-99.01260372,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.2477756,-99.12259368,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40608446,-99.1669587,privado
CONSULTORIO PEDIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43674134,-99.18554108,privado
CONSULTORIO PEDIATRICO Y NEONATAL,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.33425241,-99.17751088,privado
CONSULTORIO PEDRIATRICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.4032187,-99.16621672,privado
CONSULTORIO PEDRIATRICO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.248645,-99.10499448,privado
CONSULTORIO PISICOLOGIA,621113,Consultorios de medicina especializada del sector privado,Iztacalco,19.39925579,-99.06800625,privado
CONSULTORIO PSICOLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37304651,-99.17241587,privado
CONSULTORIO PSICOLOGICO,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.49989804,-99.13163967,privado
CONSULTORIO PSIQUIATRICO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.40295664,-99.17123836,privado
CONSULTORIO PSIQUIATRICO,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.4382553,-99.20371441,privado
CONSULTORIO RAMON DAVID MIGUEL GOMEZ,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.45624722,-99.14405378,privado
CONSULTORIO SALUD MENTAL INTEGRA,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37785936,-99.17154503,privado
CONSULTORIO SAN JOSE,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36766251,-99.04861757,privado
CONSULTORIO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.372158,-99.07476394,privado
CONSULTORIO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40859305,-99.16926549,privado
CONSULTORIO UNIDAD FISIOLOGICA DIGESTIVA Y MOTILIDAD GASTRO INSTESTINAL,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43497204,-99.17076301,privado
CONSULTORIO UROLOGO,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.34040052,-99.13360573,privado
CONSULTORIO VISUAL BELLE VISION,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.52819053,-99.14447689,privado
CONSULTORIO VISUAL TLAHUAC,621113,Consultorios de medicina especializada del sector privado,Tláhuac,19.27004523,-98.9996981,privado
CONSULTORIOS DE ESPECIALIDADES,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.46856713,-99.11777584,privado
CONSULTORIOS DE MEDICINA ESPECIALIZADA DEL SECTOR PRIVADO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39171794,-99.18188114,privado
CONSULTORIOS DE MEDICINA ESPECIALIZADA DEL SECTOR PRIVADO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41355587,-99.17131332,privado
CONSULTORIOS DE MEDICINA ESPECIALIZADA DEL SECTOR PRIVADO SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.35680279,-99.16231352,privado
CONSULTORIOS ESPECIALES MEDICAS SION,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.46702641,-99.09991397,privado
CONSULTORIOS ESPECIALIZADO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.37854087,-99.05114348,privado
CONSULTORIOS MEDICOS,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.3788808,-99.14193423,privado
CONSULTORIOS MEDICOS,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.42738187,-99.09377471,privado
CONSULTORIOS MEDICOS,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.29485132,-99.15596089,privado
CONSULTORIOS MEDICOS DE ESPECIALIDADES,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37877077,-99.17412897,privado
CONSULTORIOS MEDICOS DE ESPECIALIDADES SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.36225962,-99.15677026,privado
CONSULTORIOS MEDICOS ESPECIALISTAS,621113,Consultorios de medicina especializada del sector privado,Tlalpan,19.2910469,-99.12160722,privado
CONSULTORIOS MEDICOS LINDAVISTA,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.4914449,-99.13172426,privado
CONSULTORIOS MEDICOS LUJO,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.42614005,-99.10916326,privado
CONSULTORIOS MEDICOS MEDICA COVIAZA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40958949,-99.1654529,privado
CONSULTORIOS MEDICOS Y ESPECIALIDADES,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.41257205,-99.10453223,privado
CONSULTORIOS OFTALMICOS SIN NOMBRE,621113,Consultorios de medicina especializada del sector privado,Gustavo A. Madero,19.45980114,-99.10568801,privado
CONSULTORIOS PRIVADOS DE MEDICINA ESPECIALIZADA,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.36889138,-99.01291813,privado
CONSUTORIO DE BARIATRICA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.43595084,-99.18882825,privado
CONTROL ACNE,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.44081527,-99.2097668,privado
CONULTORIO MEDICO,621113,Consultorios de medicina especializada del sector privado,Xochimilco,19.26517468,-99.11501857,privado
CORPORATIVO COI,621113,Consultorios de medicina especializada del sector privado,Coyoacán,19.30457357,-99.20047418,privado
COSULTORIO DERMATOLOGICO,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.41978067,-99.16762872,privado
DEPARTAMENTO DE INHALOTERAPIA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.44587684,-99.21669546,privado
DERMA HOUSE,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.37560929,-99.17778836,privado
DERMA MX DERMATOLOGIA,621113,Consultorios de medicina especializada del sector privado,Cuauhtémoc,19.40634777,-99.16559674,privado
DERMATOLOGIA,621113,Consultorios de medicina especializada del sector privado,Miguel Hidalgo,19.39964577,-99.177329,privado
DERMATOLOGICO,621113,Consultorios de medicina especializada del sector privado,Benito Juárez,19.39606199,-99.17138571,privado
DERMATOLOGO,621113,Consultorios de medicina especializada del sector privado,Venustiano Carranza,19.41346171,-99.10937574,privado
DERMATOLOGO,621113,Consultorios de medicina especializada del sector privado,Iztapalapa,19.38889355,-99.08034284,privado
