nom_estab,codigo_act,nombre_act,alcaldia,latitud,longitud,sector_v1
TERAPIA FISICA Y REHABILITACION DEL SUR,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.41976899,-99.16470574,privado
TERAPIA FISICA Y REHABILITACION DEL SUR,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.35802079,-99.16451225,privado
TERAPIA FISICA Y REHABILITACION MEDI-FIREH,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.32365289,-99.12474025,privado
TERAPIA PSICOLOGICA Y LENGUAJE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",La Magdalena Contreras,19.32390633,-99.24830444,privado
TERAPIA Y QUIROPRACTICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Azcapotzalco,19.489784,-99.17161067,privado
TERAPIAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.43972701,-99.10212024,privado
TERAPIAS ALTERNATIVAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.46444491,-99.11068779,privado
TERAPIAS ALTERNATIVAS CIRTA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.33000312,-98.97526556,privado
TERAPIAS ALTERNATIVAS RAY,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.32664552,-99.11468393,privado
TERAPIAS MARIO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.23468881,-99.1210299,privado
TERAPIAS PARA PERSONAS CON SINDROME DE DOWN SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.35519524,-99.13147169,privado
THERACLINIC DEL VALLE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.37270634,-99.17650986,privado
TORCEDURAS Y DOLORES MUSCULARES EN GENERAL SIN NOMBRE,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.34746096,-99.10308298,privado
TOTONALI,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.44089793,-99.09860175,privado
TRAINING MED,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.3384406,-99.15083515,privado
TRATAMIENTOS CORPORALES,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48953082,-99.09002518,privado
UBR TERAPIA FISICA Y REABILITACION,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.28904596,-99.22243744,privado
UNIDAD DE MEDICINA FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.43790257,-99.19511507,privado
UNIDAD DE REHABILITACION Y CONCIENCIA CORPORAL UNICORP,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Xochimilco,19.26607764,-99.1240355,privado
UNIDAD MEDICA DE REHABILITACION Y DIAGNOSTICO,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.4040545,-99.16643758,privado
VIDA ARMONIA FISIOTERAPIA Y BARRAS,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.3966881,-99.13432193,privado
VIDA Y ESPERANZA CENTRO DE REHABILITACION FISICA Y TERAPIA FISICA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Venustiano Carranza,19.42958572,-99.10335364,privado
VIS VITA REHABILITACION FISICA ALTA ESPECIALIDAD,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29516776,-99.13470389,privado
VITALITY,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",La Magdalena Contreras,19.30840837,-99.22904871,privado
VITALOZ S.A DE C.V.,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.35435106,-99.155787,privado
VR FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Coyoacán,19.33941264,-99.11637028,privado
XINAN FISIOTERAPEUTA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.43569705,-99.16750644,privado
YOGA FISIOTERAPIA,621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje",Benito Juárez,19.37387425,-99.15181448,privado
CECOI ZONA I CENTRO COMUNITARIO INTEGRAL PRADERA,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.4775542,-99.06555364,público
CENTRO COMUNITARIO CENTRO DE SALUD T1,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.31800966,-99.06289603,público
CENTRO DE ATENCION PARA PERSONAS CON DISCAPACIDAD,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.56021442,-99.14038491,público
CENTRO DE REHABILITACION INFANTIL GAM I,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48243452,-99.10569701,público
CENTRO DE REHABILITACION INTEGRAL TLAZOCIHUALPILLI,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Tláhuac,19.25564689,-99.00895999,público
CENTRO DE REHABILITACION MINA,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.43975404,-99.14803905,público
CLINICA DE TERAPIA FISICA Y FUNCIONAL NORTE,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.44877556,-99.15892739,público
CLININICA DE MEDICINA FICICA Y REHABILITACION DEL INSTITUTO DE SEGURIDAD Y SERVICIOS DE LOS TRABAJADORES DEL ESTADO,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Tlalpan,19.29391554,-99.17193308,público
CONSULTORIO DE REHABILITACION,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Iztapalapa,19.37254896,-99.03622117,público
DIRECCION EJECUTIVA DE APOYO APERSONAS CON DISCAPACIDAD,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Cuauhtémoc,19.45334558,-99.13681601,público
ESCUELA DE LENGUAJE CLINICA DE ORTOLALIA CAM 102 TURNO MATUTINO,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Miguel Hidalgo,19.43229499,-99.20534595,público
PILARES SAN SALVADOR CUAUHTENCO,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Milpa Alta,19.1939533,-99.09143387,público
PUNTO VIOLETA 8 DE AGOSTO,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Álvaro Obregón,19.39284813,-99.18998971,público
UNIDAD BASICA DE REHABILITACION ALVARO OBREGON,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.47894574,-99.07013663,público
UNIDAD BASICA DE REHABILITACION AZCAPOTZALCO,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Azcapotzalco,19.51194128,-99.20662019,público
UNIDAD DE MEDICINA FISICA Y REHABILITACION REGION NORTE,621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje",Gustavo A. Madero,19.48307435,-99.13483624,público
ACUBALANCE CONSULTORIO DE NUTRICION,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.39804144,-99.15063355,privado
ALPHEN PSICOLOGIA Y SALUD,621391,Consultorios de nutriólogos y dietistas del sector privado,Tlalpan,19.28353689,-99.23263446,privado
ALTA ESPECIALIDAD MEDICA,621391,Consultorios de nutriólogos y dietistas del sector privado,Cuauhtémoc,19.4189683,-99.17469374,privado
ASESORIA NUTRICIONAL Y SUPLEMENTOS ALIMENTICIOS,621391,Consultorios de nutriólogos y dietistas del sector privado,Iztacalco,19.41513369,-99.06852534,privado
AUREA,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.43119649,-99.18412957,privado
BALANCE CORPORAL PERSONAL,621391,Consultorios de nutriólogos y dietistas del sector privado,Xochimilco,19.26637178,-99.13288486,privado
BEAUTY CENTER SPA,621391,Consultorios de nutriólogos y dietistas del sector privado,Iztapalapa,19.34882155,-99.03829171,privado
BELLESANTE NUTRICION Y BIENESTAR,621391,Consultorios de nutriólogos y dietistas del sector privado,Tlalpan,19.28957229,-99.17942628,privado
BIAANI MEXICO,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.39455075,-99.17203553,privado
BIENESTA MEDICINA Y NUTRICION,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.40040432,-99.23306074,privado
BODY MIND SPA,621391,Consultorios de nutriólogos y dietistas del sector privado,Álvaro Obregón,19.3663814,-99.20215772,privado
BUENOS HABITOS ALIMENTICIOS,621391,Consultorios de nutriólogos y dietistas del sector privado,Tlalpan,19.30454927,-99.12645151,privado
CEDOPEC,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.43085084,-99.21663373,privado
CENTRO DE CAPACITACION EMPODERA TU VIDA,621391,Consultorios de nutriólogos y dietistas del sector privado,Coyoacán,19.35679109,-99.1462191,privado
CENTRO DERMATOLOGO,621391,Consultorios de nutriólogos y dietistas del sector privado,Iztapalapa,19.31937997,-99.05800074,privado
CENTRO ENGEL,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.43081928,-99.19284964,privado
CENTRO ESPECIALIZADO EN NUTRICION,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.44259938,-99.21515487,privado
CENTRO MEDICO INTEGRAL,621391,Consultorios de nutriólogos y dietistas del sector privado,Cuauhtémoc,19.40659977,-99.16439834,privado
CENTRO VERITEST LOMAS,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.41082603,-99.21722602,privado
CLINICA AB,621391,Consultorios de nutriólogos y dietistas del sector privado,Coyoacán,19.31170025,-99.11543002,privado
CLINICA BAJA MAS,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.40062194,-99.15555475,privado
CLINICA BARIATRA SIN NOMBRE,621391,Consultorios de nutriólogos y dietistas del sector privado,Venustiano Carranza,19.43906732,-99.11381425,privado
CLINICA BIOFIT,621391,Consultorios de nutriólogos y dietistas del sector privado,Cuajimalpa de Morelos,19.35557623,-99.30075718,privado
CLINICA BONSTATO,621391,Consultorios de nutriólogos y dietistas del sector privado,Gustavo A. Madero,19.44842687,-99.08935026,privado
CLINICA DE ACUPUNTURA LORENTI,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.39085231,-99.13820764,privado
CLINICA DE BELLEZA EXOCLINIC,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.43153073,-99.19568575,privado
CLINICA DE BELLEZA VIVANT,621391,Consultorios de nutriólogos y dietistas del sector privado,Coyoacán,19.35819475,-99.16750633,privado
CLINICA DE CONTROL DE PESO,621391,Consultorios de nutriólogos y dietistas del sector privado,Gustavo A. Madero,19.47751319,-99.12024983,privado
CLINICA DE DIAGNOSTICO MEDICO NUTRICIONAL Y DISEÑO INTEGRAL,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.3846724,-99.17965491,privado
CLINICA DE ESPECIALIDADES EN NUTRICION KIPERS,621391,Consultorios de nutriólogos y dietistas del sector privado,La Magdalena Contreras,19.32980229,-99.22070832,privado
CLINICA DE MEDICINA FUNCIONAL AXLEMEDIC,621391,Consultorios de nutriólogos y dietistas del sector privado,La Magdalena Contreras,19.32148148,-99.22992843,privado
CLINICA DE NUTRICION ARMONY,621391,Consultorios de nutriólogos y dietistas del sector privado,Iztacalco,19.38818088,-99.13017576,privado
CLINICA DE NUTRICION BIEN NUTRE,621391,Consultorios de nutriólogos y dietistas del sector privado,Álvaro Obregón,19.35903531,-99.19798264,privado
CLINICA DE NUTRICION NUTRIDUL,621391,Consultorios de nutriólogos y dietistas del sector privado,Gustavo A. Madero,19.47818428,-99.11785093,privado
CLINICA DERMATOLOGICAS RACDERMA BY DEMAARTE,621391,Consultorios de nutriólogos y dietistas del sector privado,Coyoacán,19.35375142,-99.1591215,privado
CLINICA ESCULTURALMENTE,621391,Consultorios de nutriólogos y dietistas del sector privado,Venustiano Carranza,19.41703549,-99.08964926,privado
CLINICA INTEGRAL BARANSUL,621391,Consultorios de nutriólogos y dietistas del sector privado,Gustavo A. Madero,19.46962866,-99.12124134,privado
CLINICA KARUNA,621391,Consultorios de nutriólogos y dietistas del sector privado,Miguel Hidalgo,19.43592209,-99.18874038,privado
CLINICA NUEVA LINEA,621391,Consultorios de nutriólogos y dietistas del sector privado,Azcapotzalco,19.47807236,-99.18537102,privado
CLINICA NUEVA LINEA HOMEOPATICO,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.36930999,-99.14955349,privado
CLINICA RAZO,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.38934918,-99.17286383,privado
CLINICAS NATURALMENTE,621391,Consultorios de nutriólogos y dietistas del sector privado,Benito Juárez,19.37335883,-99.15817907,privado
CLINICAS NATURALMENTE,621391,Consultorios de nutriólogos y dietistas del sector privado,Coyoacán,19.33430111,-99.11449573,privado
CLINIQUE DE OZONO TRATAMIENTOS MEDICOS ESTETICOS,621391,Consultorios de nutriólogos y dietistas del sector privado,Cuauhtémoc,19.41284915,-99.17554604,privado
CONFORT,621391,Consultorios de nutriólogos y dietistas del sector privado,Álvaro Obregón,19.36877822,-99.22505866,privado
CONSULTA NUTRICIONAL COPILCO,621391,Consultorios de nutriólogos y dietistas del sector privado,Coyoacán,19.33228851,-99.17651078,privado
